"yr","stdg_cd","dat_no","jan","feb","mar","apr","may","jun","july","aug","sep","oct","nov","dec","qu_1","qu_2","qu_3","qu_4","ht_1","ht_2","yr_vl","pd_se","frst_reg_dt","last_mdfcn_dt"
"2020","1120000000",M020011,,,,,,,,,,,,,,,,,,,7361,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4141000000",M020011,,,,,,,,,,,,,,,,,,,6543,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4680000000",M020011,,,,,,,,,,,,,,,,,,,3661,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4721000000",M020011,,,,,,,,,,,,,,,,,,,6028,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","1174000000",M020011,,,,,,,,,,,,,,,,,,,9523,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4775000000",M020011,,,,,,,,,,,,,,,,,,,2251,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2647000000",M020011,,,,,,,,,,,,,,,,,,,7714,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4729000000",M020011,,,,,,,,,,,,,,,,,,,7625,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","3611031025",M020011,,,,,,,,,,,,,,,,,,,5640,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4476000000",M020011,,,,,,,,,,,,,,,,,,,4915,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4127100000",M020011,,,,,,,,,,,,,,,,,,,8660,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2647000000",M020011,,,,,,,,,,,,,,,,,,,7003,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4681000000",M020011,,,,,,,,,,,,,,,,,,,3250,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","3117000000",M020011,,,,,,,,,,,,,,,,,,,2729,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4163000000",M020011,,,,,,,,,,,,,,,,,,,4917,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4812100000",M020011,,,,,,,,,,,,,,,,,,,5263,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","1130500000",M020011,,,,,,,,,,,,,,,,,,,10854,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4471000000",M020011,,,,,,,,,,,,,,,,,,,3680,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4146000000",M020011,,,,,,,,,,,,,,,,,,,16347,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4580000000",M020011,,,,,,,,,,,,,,,,,,,4583,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","1165000000",M020011,,,,,,,,,,,,,,,,,,,5888,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4689000000",M020011,,,,,,,,,,,,,,,,,,,3700,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4165000000",M020011,,,,,,,,,,,,,,,,,,,5577,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4723000000",M020011,,,,,,,,,,,,,,,,,,,7375,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4137000000",M020011,,,,,,,,,,,,,,,,,,,3022,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4812500000",M020011,,,,,,,,,,,,,,,,,,,9324,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4772000000",M020011,,,,,,,,,,,,,,,,,,,2321,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4888000000",M020011,,,,,,,,,,,,,,,,,,,4472,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4146000000",M020011,,,,,,,,,,,,,,,,,,,20735,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4159000000",M020011,,,,,,,,,,,,,,,,,,,10329,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4273000000",M020011,,,,,,,,,,,,,,,,,,,2475,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4139000000",M020011,,,,,,,,,,,,,,,,,,,7183,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2611000000",M020011,,,,,,,,,,,,,,,,,,,2971,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2717000000",M020011,,,,,,,,,,,,,,,,,,,8129,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4572000000",M020011,,,,,,,,,,,,,,,,,,,2179,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2671000000",M020011,,,,,,,,,,,,,,,,,,,5325,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4777000000",M020011,,,,,,,,,,,,,,,,,,,3907,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2871000000",M020011,,,,,,,,,,,,,,,,,,,4371,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4146100000",M020011,,,,,,,,,,,,,,,,,,,6336,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2617000000",M020011,,,,,,,,,,,,,,,,,,,6046,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4313000000",M020011,,,,,,,,,,,,,,,,,,,9182,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4812500000",M020011,,,,,,,,,,,,,,,,,,,7612,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4729000000",M020011,,,,,,,,,,,,,,,,,,,9880,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4125000000",M020011,,,,,,,,,,,,,,,,,,,4681,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","2635000000",M020011,,,,,,,,,,,,,,,,,,,12188,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4782000000",M020011,,,,,,,,,,,,,,,,,,,3909,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4374000000",M020011,,,,,,,,,,,,,,,,,,,3423,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2826000000",M020011,,,,,,,,,,,,,,,,,,,9336,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","1138000000",M020011,,,,,,,,,,,,,,,,,,,14020,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4518000000",M020011,,,,,,,,,,,,,,,,,,,7311,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4479000000",M020011,,,,,,,,,,,,,,,,,,,2496,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2723000000",M020011,,,,,,,,,,,,,,,,,,,14195,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4790000000",M020011,,,,,,,,,,,,,,,,,,,4306,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4131000000",M020011,,,,,,,,,,,,,,,,,,,4790,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4275000000",M020011,,,,,,,,,,,,,,,,,,,2564,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4111500000",M020011,,,,,,,,,,,,,,,,,,,6305,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2626000000",M020011,,,,,,,,,,,,,,,,,,,8400,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4725000000",M020011,,,,,,,,,,,,,,,,,,,8039,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4372000000",M020011,,,,,,,,,,,,,,,,,,,2625,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2714000000",M020011,,,,,,,,,,,,,,,,,,,14661,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4580000000",M020011,,,,,,,,,,,,,,,,,,,4250,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4141000000",M020011,,,,,,,,,,,,,,,,,,,7199,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4884000000",M020011,,,,,,,,,,,,,,,,,,,4528,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4691000000",M020011,,,,,,,,,,,,,,,,,,,3458,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4311100000",M020011,,,,,,,,,,,,,,,,,,,5499,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4729000000",M020011,,,,,,,,,,,,,,,,,,,8032,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4827000000",M020011,,,,,,,,,,,,,,,,,,,7305,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4131000000",M020011,,,,,,,,,,,,,,,,,,,4462,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2726000000",M020011,,,,,,,,,,,,,,,,,,,12586,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4279000000",M020011,,,,,,,,,,,,,,,,,,,1135,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2911000000",M020011,,,,,,,,,,,,,,,,,,,4169,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2626000000",M020011,,,,,,,,,,,,,,,,,,,10154,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4276000000",M020011,,,,,,,,,,,,,,,,,,,3035,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4127000000",M020011,,,,,,,,,,,,,,,,,,,15442,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","3117000000",M020011,,,,,,,,,,,,,,,,,,,3466,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","3020000000",M020011,,,,,,,,,,,,,,,,,,,4627,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4686000000",M020011,,,,,,,,,,,,,,,,,,,3214,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4785000000",M020011,,,,,,,,,,,,,,,,,,,3612,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4783000000",M020011,,,,,,,,,,,,,,,,,,,2322,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","1171000000",M020011,,,,,,,,,,,,,,,,,,,12324,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2671000000",M020011,,,,,,,,,,,,,,,,,,,4939,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2911000000",M020011,,,,,,,,,,,,,,,,,,,3896,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4519000000",M020011,,,,,,,,,,,,,,,,,,,5460,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4817000000",M020011,,,,,,,,,,,,,,,,,,,14505,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4792000000",M020011,,,,,,,,,,,,,,,,,,,2914,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4884000000",M020011,,,,,,,,,,,,,,,,,,,4500,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4129000000",M020011,,,,,,,,,,,,,,,,,,,1090,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4380000000",M020011,,,,,,,,,,,,,,,,,,,2224,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4686000000",M020011,,,,,,,,,,,,,,,,,,,2951,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4111300000",M020011,,,,,,,,,,,,,,,,,,,7123,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","3023000000",M020011,,,,,,,,,,,,,,,,,,,5426,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","3011000000",M020011,,,,,,,,,,,,,,,,,,,10196,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4131000000",M020011,,,,,,,,,,,,,,,,,,,4075,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2611000000",M020011,,,,,,,,,,,,,,,,,,,3197,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4773000000",M020011,,,,,,,,,,,,,,,,,,,5604,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4717000000",M020011,,,,,,,,,,,,,,,,,,,8453,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2872000000",M020011,,,,,,,,,,,,,,,,,,,1301,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4773000000",M020011,,,,,,,,,,,,,,,,,,,5597,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4728000000",M020011,,,,,,,,,,,,,,,,,,,5475,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2623000000",M020011,,,,,,,,,,,,,,,,,,,16175,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4728000000",M020011,,,,,,,,,,,,,,,,,,,5219,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4380000000",M020011,,,,,,,,,,,,,,,,,,,2109,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4885000000",M020011,,,,,,,,,,,,,,,,,,,3690,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4623000000",M020011,,,,,,,,,,,,,,,,,,,4531,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4128700000",M020011,,,,,,,,,,,,,,,,,,,5293,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","1135000000",M020011,,,,,,,,,,,,,,,,,,,17738,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4146100000",M020011,,,,,,,,,,,,,,,,,,,5724,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2629000000",M020011,,,,,,,,,,,,,,,,,,,10797,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","2872000000",M020011,,,,,,,,,,,,,,,,,,,1012,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4113300000",M020011,,,,,,,,,,,,,,,,,,,5723,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4882000000",M020011,,,,,,,,,,,,,,,,,,,4435,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4415000000",M020011,,,,,,,,,,,,,,,,,,,5198,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4146000000",M020011,,,,,,,,,,,,,,,,,,,14770,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4111700000",M020011,,,,,,,,,,,,,,,,,,,4041,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4211000000",M020011,,,,,,,,,,,,,,,,,,,10058,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4273000000",M020011,,,,,,,,,,,,,,,,,,,3044,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4573000000",M020011,,,,,,,,,,,,,,,,,,,2024,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4161000000",M020011,,,,,,,,,,,,,,,,,,,5853,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4413100000",M020011,,,,,,,,,,,,,,,,,,,8096,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4111300000",M020011,,,,,,,,,,,,,,,,,,,5973,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4272000000",M020011,,,,,,,,,,,,,,,,,,,3999,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4413300000",M020011,,,,,,,,,,,,,,,,,,,6619,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4719000000",M020011,,,,,,,,,,,,,,,,,,,6970,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4119000000",M020011,,,,,,,,,,,,,,,,,,,21964,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2915500000",M020011,,,,,,,,,,,,,,,,,,,7353,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4476000000",M020011,,,,,,,,,,,,,,,,,,,5548,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4824000000",M020011,,,,,,,,,,,,,,,,,,,5455,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","3020000000",M020011,,,,,,,,,,,,,,,,,,,5089,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4812500000",M020011,,,,,,,,,,,,,,,,,,,7206,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4782000000",M020011,,,,,,,,,,,,,,,,,,,3978,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","1171000000",M020011,,,,,,,,,,,,,,,,,,,13807,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4679000000",M020011,,,,,,,,,,,,,,,,,,,4441,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4413300000",M020011,,,,,,,,,,,,,,,,,,,5881,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4374500000",M020011,,,,,,,,,,,,,,,,,,,1318,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2644000000",M020011,,,,,,,,,,,,,,,,,,,2254,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4167000000",M020011,,,,,,,,,,,,,,,,,,,4326,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2871000000",M020011,,,,,,,,,,,,,,,,,,,3988,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4613000000",M020011,,,,,,,,,,,,,,,,,,,10300,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4418000000",M020011,,,,,,,,,,,,,,,,,,,5230,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4521000000",M020011,,,,,,,,,,,,,,,,,,,6206,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4783000000",M020011,,,,,,,,,,,,,,,,,,,2209,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4121000000",M020011,,,,,,,,,,,,,,,,,,,6814,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","1168000000",M020011,,,,,,,,,,,,,,,,,,,11593,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2820000000",M020011,,,,,,,,,,,,,,,,,,,15667,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4887000000",M020011,,,,,,,,,,,,,,,,,,,3759,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4521000000",M020011,,,,,,,,,,,,,,,,,,,6872,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4111000000",M020011,,,,,,,,,,,,,,,,,,,20361,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","2820000000",M020011,,,,,,,,,,,,,,,,,,,10992,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2629000000",M020011,,,,,,,,,,,,,,,,,,,9166,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4137000000",M020011,,,,,,,,,,,,,,,,,,,3436,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4141000000",M020011,,,,,,,,,,,,,,,,,,,5327,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4518000000",M020011,,,,,,,,,,,,,,,,,,,8005,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4784000000",M020011,,,,,,,,,,,,,,,,,,,3010,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4311400000",M020011,,,,,,,,,,,,,,,,,,,4950,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4574000000",M020011,,,,,,,,,,,,,,,,,,,1832,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4128100000",M020011,,,,,,,,,,,,,,,,,,,9856,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4278000000",M020011,,,,,,,,,,,,,,,,,,,2066,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4471000000",M020011,,,,,,,,,,,,,,,,,,,3378,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2771000000",M020011,,,,,,,,,,,,,,,,,,,5330,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","2623000000",M020011,,,,,,,,,,,,,,,,,,,13841,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","2817700000",M020011,,,,,,,,,,,,,,,,,,,11088,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4611000000",M020011,,,,,,,,,,,,,,,,,,,8424,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4374500000",M020011,,,,,,,,,,,,,,,,,,,1379,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","2671000000",M020011,,,,,,,,,,,,,,,,,,,4531,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4413000000",M020011,,,,,,,,,,,,,,,,,,,13953,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2614000000",M020011,,,,,,,,,,,,,,,,,,,6801,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4413100000",M020011,,,,,,,,,,,,,,,,,,,7334,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2620000000",M020011,,,,,,,,,,,,,,,,,,,8037,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4888000000",M020011,,,,,,,,,,,,,,,,,,,4417,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4374000000",M020011,,,,,,,,,,,,,,,,,,,3362,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2824500000",M020011,,,,,,,,,,,,,,,,,,,7236,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4182000000",M020011,,,,,,,,,,,,,,,,,,,3085,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4776000000",M020011,,,,,,,,,,,,,,,,,,,1677,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4579000000",M020011,,,,,,,,,,,,,,,,,,,5133,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4481000000",M020011,,,,,,,,,,,,,,,,,,,5131,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4831000000",M020011,,,,,,,,,,,,,,,,,,,5241,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4874000000",M020011,,,,,,,,,,,,,,,,,,,5287,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4137000000",M020011,,,,,,,,,,,,,,,,,,,3912,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4812500000",M020011,,,,,,,,,,,,,,,,,,,8377,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4213000000",M020011,,,,,,,,,,,,,,,,,,,9269,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","1120000000",M020011,,,,,,,,,,,,,,,,,,,6912,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4511300000",M020011,,,,,,,,,,,,,,,,,,,8675,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4521000000",M020011,,,,,,,,,,,,,,,,,,,6382,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4215000000",M020011,,,,,,,,,,,,,,,,,,,9188,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4376000000",M020011,,,,,,,,,,,,,,,,,,,2774,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","1154500000",M020011,,,,,,,,,,,,,,,,,,,8379,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2824500000",M020011,,,,,,,,,,,,,,,,,,,8129,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4127100000",M020011,,,,,,,,,,,,,,,,,,,6667,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","3171000000",M020011,,,,,,,,,,,,,,,,,,,7220,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4413000000",M020011,,,,,,,,,,,,,,,,,,,15609,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4133000000",M020011,,,,,,,,,,,,,,,,,,,13919,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","3017000000",M020011,,,,,,,,,,,,,,,,,,,9427,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","1162000000",M020011,,,,,,,,,,,,,,,,,,,15039,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","1117000000",M020011,,,,,,,,,,,,,,,,,,,6163,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2019","4311200000",M020011,,,,,,,,,,,,,,,,,,,5853,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4617000000",M020011,,,,,,,,,,,,,,,,,,,6418,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4420000000",M020011,,,,,,,,,,,,,,,,,,,7311,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4157000000",M020011,,,,,,,,,,,,,,,,,,,6551,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4420000000",M020011,,,,,,,,,,,,,,,,,,,8521,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","2714000000",M020011,,,,,,,,,,,,,,,,,,,15980,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","2920000000",M020011,,,,,,,,,,,,,,,,,,,7963,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2020","4689000000",M020011,,,,,,,,,,,,,,,,,,,3848,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2018","4690000000",M020011,,,,,,,,,,,,,,,,,,,2899,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
"2021","4825000000",M020011,,,,,,,,,,,,,,,,,,,13999,M030004,2023-07-13 07:12:11.400,2023-07-13 07:12:11.400
